YEAR,MONTH,Datetime,Rainfall
1966,Dec,12-01-1966,0.121
1967,Jan,01-01-1967,0
1967,Feb,02-01-1967,0.137
1967,Mar,03-01-1967,32.216
1967,Apr,04-01-1967,0.162
1967,May,05-01-1967,6.75
1967,Jun,06-01-1967,83.257
1967,Jul,07-01-1967,266.169
1967,Aug,08-01-1967,294.75
1967,Sep,09-01-1967,168.298
1967,Oct,10-01-1967,22.672
1967,Nov,11-01-1967,3.024
1967,Dec,12-01-1967,19.338
1968,Jan,01-01-1968,5.204
1968,Feb,02-01-1968,1.855
1968,Mar,03-01-1968,9.528
1968,Apr,04-01-1968,0.17
1968,May,05-01-1968,4.406
1968,Jun,06-01-1968,11.25
1968,Jul,07-01-1968,254.228
1968,Aug,08-01-1968,86.664
1968,Sep,09-01-1968,12.445
1968,Oct,10-01-1968,6.554
1968,Nov,11-01-1968,0
1968,Dec,12-01-1968,0
1969,Jan,01-01-1969,7.506
1969,Feb,02-01-1969,3.423
1969,Mar,03-01-1969,1.838
1969,Apr,04-01-1969,0.095
1969,May,05-01-1969,12.314
1969,Jun,06-01-1969,15.245
1969,Jul,07-01-1969,197.733
1969,Aug,08-01-1969,118.314
1969,Sep,09-01-1969,77.801
1969,Oct,10-01-1969,0.005
1969,Nov,11-01-1969,2.188
1969,Dec,12-01-1969,0
1970,Jan,01-01-1970,7.151
1970,Feb,02-01-1970,12.081
1970,Mar,03-01-1970,8.905
1970,Apr,04-01-1970,1.194
1970,May,05-01-1970,24.183
1970,Jun,06-01-1970,101.271
1970,Jul,07-01-1970,110.573
1970,Aug,08-01-1970,332.986
1970,Sep,09-01-1970,134.737
1970,Oct,10-01-1970,0.325
1970,Nov,11-01-1970,0
1970,Dec,12-01-1970,0
1971,Jan,01-01-1971,64.557
1971,Feb,01-02-1971,4.942
1971,Mar,03-01-1971,14.028
1971,Apr,04-01-1971,2.414
1971,May,05-01-1971,1.602
1971,Jun,06-01-1971,1.21
1971,Jul,07-01-1971,2.466
1971,Aug,08-01-1971,0.206
1971,Sep,09-01-1971,3.674
1971,Oct,10-01-1971,11.773
1971,Nov,11-01-1971,303.012
1971,Dec,12-01-1971,121.098
1972,Jan,01-01-1972,273.61
1972,Feb,02-01-1972,9.067
1972,Mar,03-01-1972,41.306
1972,Apr,04-01-1972,8.453
1972,May,05-01-1972,4.172
1972,Jun,06-01-1972,0.747
1972,Jul,07-01-1972,0.804
1972,Aug,08-01-1972,1.197
1972,Sep,09-01-1972,28.43
1972,Oct,10-01-1972,61.709
1972,Nov,11-01-1972,196.905
1972,Dec,12-01-1972,143.234
1973,Jan,01-01-1973,120.596
1973,Feb,02-01-1973,1.371
1973,Mar,03-01-1973,13.103
1973,Apr,04-01-1973,0
1973,May,05-01-1973,0.912
1973,Jun,06-01-1973,0
1973,Jul,07-01-1973,3.294
1973,Aug,08-01-1973,0.666
1973,Sep,09-01-1973,8.771
1973,Oct,10-01-1973,44.184
1973,Nov,11-01-1973,188.457
1973,Dec,12-01-1973,169.253
1974,Jan,01-01-1974,21.997
1974,Feb,02-01-1974,19.324
1974,Mar,03-01-1974,0
1974,Apr,04-01-1974,0.896
1974,May,05-01-1974,8.103
1974,Jun,06-01-1974,23.096
1974,Jul,07-01-1974,0
1974,Aug,08-01-1974,10.505
1974,Sep,09-01-1974,9.025
1974,Oct,10-01-1974,54.678
1974,Nov,11-01-1974,153.792
1974,Dec,12-01-1974,248.602
1975,Jan,01-01-1975,172.835
1975,Feb,02-01-1975,13.012
1975,Mar,03-01-1975,3.016
1975,Apr,04-01-1975,0.716
1975,May,05-01-1975,5.517
1975,Jun,06-01-1975,0.861
1975,Jul,07-01-1975,9.31
1975,Aug,08-01-1975,1.546
1975,Sep,09-01-1975,1.338
1975,Oct,10-01-1975,13.6
1975,Nov,11-01-1975,281.655
1975,Dec,12-01-1975,110.588
1976,Jan,01-01-1976,108.835
1976,Feb,02-01-1976,0
1976,Mar,03-01-1976,1.32
1976,Apr,04-01-1976,2.263
1976,May,05-01-1976,2.274
1976,Jun,06-01-1976,3.802
1976,Jul,07-01-1976,1.739
1976,Aug,08-01-1976,1.182
1976,Sep,09-01-1976,6.389
1976,Oct,10-01-1976,29.875
1976,Nov,11-01-1976,79.202
1976,Dec,12-01-1976,185.421
1977,Jan,01-01-1977,143.938
1977,Feb,02-01-1977,6.999
1977,Mar,03-01-1977,15.168
1977,Apr,04-01-1977,5.276
1977,May,05-01-1977,0
1977,Jun,06-01-1977,0.031
1977,Jul,07-01-1977,0.621
1977,Aug,08-01-1977,0.489
1977,Sep,09-01-1977,26.815
1977,Oct,10-01-1977,25.666
1977,Nov,11-01-1977,334.385
1977,Dec,12-01-1977,252.09
1978,Jan,01-01-1978,99.33
1978,Feb,02-01-1978,4.588
1978,Mar,03-01-1978,0
1978,Apr,04-01-1978,9.043
1978,May,05-01-1978,6.415
1978,Jun,06-01-1978,3.476
1978,Jul,07-01-1978,2.832
1978,Aug,08-01-1978,4.419
1978,Sep,09-01-1978,1.7
1978,Oct,10-01-1978,10.002
1978,Nov,11-01-1978,344.41
1978,Dec,12-01-1978,101.518
1979,Jan,01-01-1979,49.301
1979,Feb,02-01-1979,7.201
1979,Mar,03-01-1979,0.003
1979,Apr,04-01-1979,0.085
1979,May,05-01-1979,0.131
1979,Jun,06-01-1979,2.334
1979,Jul,07-01-1979,0.037
1979,Aug,08-01-1979,0.088
1979,Sep,09-01-1979,25.521
1979,Oct,10-01-1979,71.679
1979,Nov,11-01-1979,193.353
1979,Dec,12-01-1979,260.959
1980,Jan,01-01-1980,56.33
1980,Feb,02-01-1980,1.946
1980,Mar,03-01-1980,21.051
1980,Apr,04-01-1980,0.121
1980,May,05-01-1980,0
1980,Jun,06-01-1980,0.137
1980,Jul,07-01-1980,32.216
1980,Aug,08-01-1980,0.162
1980,Sep,09-01-1980,6.75
1980,Oct,10-01-1980,83.257
1980,Nov,11-01-1980,266.169
1980,Dec,12-01-1980,294.75
1981,Jan,01-01-1981,168.298
1981,Feb,02-01-1981,22.672
1981,Mar,03-01-1981,3.024
1981,Apr,04-01-1981,19.338
1981,May,05-01-1981,5.204
1981,Jun,06-01-1981,1.855
1981,Jul,07-01-1981,9.528
1981,Aug,08-01-1981,0.17
1981,Sep,09-01-1981,4.406
1981,Oct,10-01-1981,11.25
1981,Nov,11-01-1981,254.228
1981,Dec,12-01-1981,86.664
1982,Jan,01-01-1982,12.445
1982,Feb,02-01-1982,6.554
1982,Mar,03-01-1982,0
1982,Apr,04-01-1982,0
1982,May,05-01-1982,7.506
1982,Jun,06-01-1982,3.423
1982,Jul,07-01-1982,1.838
1982,Aug,08-01-1982,0.095
1982,Sep,09-01-1982,12.314
1982,Oct,10-01-1982,15.245
1982,Nov,11-01-1982,197.733
1982,Dec,12-01-1982,118.314
1983,Jan,01-01-1983,77.801
1984,Feb,02-01-1983,0.005
1984,Mar,03-01-1983,2.188
1984,Apr,04-01-1983,0
1984,May,05-01-1983,7.151
1984,Jun,06-01-1983,12.081
1984,Jul,07-01-1983,8.905
1984,Aug,08-01-1983,1.194
1984,Sep,09-01-1983,24.183
1984,Oct,10-01-1983,101.271
1984,Nov,11-01-1983,110.573
1984,Dec,12-01-1983,332.986
1985,Jan,01-01-1984,134.737
1985,Feb,02-01-1984,0.325
1985,Mar,03-01-1984,0
1985,Apr,04-01-1984,0
1985,May,05-01-1984,113.515
1985,Jun,06-01-1984,55.006
1985,Jul,07-01-1984,3.324
1985,Aug,08-01-1984,0
1985,Sep,09-01-1984,1.956
1985,Oct,10-01-1984,8.168
1985,Nov,11-01-1984,10.111
1985,Dec,12-01-1984,0.014
1986,Jan,01-01-1985,13.308
1986,Feb,02-01-1985,13.565
1986,Mar,03-01-1985,23.811
1986,Apr,04-01-1985,362.346
1986,May,05-01-1985,179.874
1986,Jun,06-01-1985,102.512
1986,Jul,07-01-1985,0
1986,Aug,08-01-1985,0
1986,Sep,09-01-1985,4.084
1986,Oct,10-01-1985,4.82
1986,Nov,11-01-1985,0
1986,Dec,12-01-1985,0
1987,Jan,01-01-1986,17.058
1987,Feb,02-01-1986,10.931
1987,Mar,03-01-1986,44.92
1987,Apr,04-01-1986,414.487
1987,May,05-01-1986,158.939
1987,Jun,06-01-1986,185.163
1987,Jul,07-01-1986,0.336
1987,Aug,08-01-1986,0
1987,Sep,09-01-1986,0
1987,Oct,10-01-1986,21.933
1987,Nov,11-01-1986,9.973
1987,Dec,12-01-1986,28.486
1988,Jan,01-01-1987,14.421
1988,Feb,02-01-1987,0.2
1988,Mar,03-01-1987,39.239
1988,Apr,04-01-1987,254.778
1988,May,05-01-1987,236.502
1988,Jun,06-01-1987,57.422
1988,Jul,07-01-1987,12.332
1988,Aug,08-01-1987,0
1988,Sep,09-01-1987,0
1988,Oct,10-01-1987,10.372
1988,Nov,11-01-1987,0
1988,Dec,12-01-1987,0
1989,Jan,01-01-1989,3.931
1989,Feb,02-01-1989,22.404
1989,Mar,03-01-1989,27.52
1989,Apr,04-01-1989,380.205
1989,May,05-01-1989,198.68
1989,Jun,06-01-1989,79.617
1989,Jul,07-01-1989,0.724
1989,Aug,08-01-1989,0
1989,Sep,09-01-1989,0
1989,Oct,10-01-1989,0
1989,Nov,11-01-1989,1.516
1989,Dec,12-01-1989,0
1990,Jan,01-01-1990,0.322
1990,Feb,02-01-1990,9.436
1990,Mar,03-01-1990,49.708
1990,Apr,04-01-1990,174.042
1990,May,05-01-1990,212.901
1990,Jun,06-01-1990,13.096
1990,Jul,07-01-1990,0.857
1990,Aug,08-01-1990,1.482
1990,Sep,09-01-1990,1.754
1990,Oct,10-01-1990,1.781
1990,Nov,11-01-1990,2.206
1990,Dec,12-01-1990,1.238
1991,Jan,01-01-1991,0.448
1991,Feb,02-01-1991,1.733
1991,Mar,03-01-1991,11.996
1991,Apr,04-01-1991,153.368
1991,May,05-01-1991,206.671
1991,Jun,06-01-1991,248.532
1991,Jul,07-01-1991,31.136
1991,Aug,08-01-1991,0
1991,Sep,09-01-1991,2.205
1991,Oct,10-01-1991,113.515
1991,Nov,11-01-1991,55.006
1991,Dec,12-01-1991,3.324
1992,Jan,01-01-1992,0
1992,Feb,02-01-1992,1.956
1992,Mar,03-01-1992,8.168
1992,Apr,04-01-1992,10.111
1992,May,05-01-1992,0.014
1992,Jun,06-01-1992,13.308
1992,Jul,07-01-1992,13.565
1992,Aug,08-01-1992,23.811
1992,Sep,09-01-1992,362.346
1992,Oct,10-01-1992,179.874
1992,Nov,11-01-1992,102.512
1992,Dec,12-01-1992,0
1993,Jan,01-01-1993,0
1993,Feb,02-01-1993,4.084
1993,Mar,03-01-1993,4.82
1993,Apr,04-01-1993,0
1993,May,05-01-1993,0
1993,Jun,06-01-1993,17.058
1993,Jul,07-01-1993,10.931
1993,Aug,08-01-1993,44.92
1993,Sep,09-01-1993,414.487
1993,Oct,10-01-1993,158.939
1993,Nov,11-01-1993,185.163
1993,Dec,12-01-1993,0.336
1994,Jan,01-01-1994,0
1994,Feb,02-01-1994,0
1994,Mar,03-01-1994,21.933
1994,Apr,04-01-1994,9.973
1994,May,05-01-1994,28.486
1994,Jun,06-01-1994,14.421
1994,Jul,07-01-1994,0.2
1994,Aug,08-01-1994,39.239
1994,Sep,09-01-1994,254.778
1994,Oct,10-01-1994,236.502
1994,Nov,11-01-1994,57.422
1994,Dec,12-01-1994,12.332
1995,Jan,01-01-1995,0
1995,Feb,02-01-1995,0
1995,Mar,03-01-1995,10.372
1995,Apr,04-01-1995,0
1995,May,05-01-1995,0
1995,Jun,06-01-1995,3.931
1995,Jul,07-01-1995,22.404
1995,Aug,08-01-1995,27.52
1995,Sep,09-01-1995,380.205
1995,Oct,10-01-1995,198.68
1995,Nov,11-01-1995,79.617
1995,Dec,12-01-1995,0.724
1996,Jan,01-01-1996,0
1996,Feb,02-01-1996,0
1996,Mar,03-01-1996,0
1996,Apr,04-01-1996,1.516
1996,May,05-01-1996,0
1996,Jun,06-01-1996,0.322
1996,Jul,07-01-1996,9.436
1996,Aug,08-01-1996,49.708
1996,Sep,09-01-1996,174.042
1996,Oct,10-01-1996,212.901
1996,Nov,11-01-1996,13.096
1996,Dec,12-01-1996,0.857
1997,Jan,01-01-1997,1.482
1997,Feb,02-01-1997,1.754
1997,Mar,03-01-1997,1.781
1997,Apr,04-01-1997,2.206
1997,May,05-01-1997,1.238
1997,Jun,06-01-1997,0.448
1997,Jul,07-01-1997,1.733
1997,Aug,08-01-1997,11.996
1997,Sep,09-01-1997,153.368
1997,Oct,10-01-1997,206.671
1997,Nov,11-01-1997,248.532
1997,Dec,12-01-1997,31.136
1998,Jan,01-01-1998,0
1998,Feb,02-01-1998,2.205
1998,Mar,03-01-1998,113.515
1998,Apr,04-01-1998,55.006
1998,May,05-01-1998,3.324
1998,Jun,06-01-1998,0
1998,Jul,07-01-1998,1.956
1998,Aug,08-01-1998,8.168
1998,Sep,09-01-1998,10.111
1998,Oct,10-01-1998,0.014
1998,Nov,11-01-1998,13.308
1998,Dec,12-01-1998,13.565
1999,Jan,01-01-1999,23.811
1999,Feb,02-01-1999,362.346
1999,Mar,03-01-1999,179.874
1999,Apr,04-01-1999,102.512
1999,May,05-01-1999,0
1999,Jun,06-01-1999,0
1999,Jul,07-01-1999,4.084
1999,Aug,08-01-1999,4.82
1999,Sep,09-01-1999,0
1999,Oct,10-01-1999,0
1999,Nov,11-01-1999,17.058
1999,Dec,12-01-1999,10.931
2000,Jan,01-01-2000,44.92
2000,Feb,02-01-2000,414.487
2000,Mar,03-01-2000,158.939
2000,Apr,04-01-2000,185.163
2000,May,05-01-2000,0.336
2000,Jun,06-01-2000,0
2000,Jul,07-01-2000,0
2000,Aug,08-01-2000,21.933
2000,Sep,09-01-2000,9.973
2000,Oct,10-01-2000,28.486
2000,Nov,11-01-2000,14.421
2000,Dec,12-01-2000,0.2
2001,Jan,01-01-2001,39.239
2001,Feb,02-01-2001,254.778
2001,Mar,03-01-2001,236.502
2001,Apr,04-01-2001,57.422
2001,May,05-01-2001,12.332
2001,Jun,06-01-2001,0
2001,Jul,07-01-2001,0
2001,Aug,08-01-2001,10.372
2001,Sep,09-01-2001,0
2001,Oct,10-01-2001,0
2001,Nov,11-01-2001,3.931
2001,Dec,12-01-2001,22.404
2002,Jan,01-01-2002,27.52
2002,Feb,02-01-2002,380.205
2002,Mar,03-01-2002,198.68
2002,Apr,04-01-2002,79.617
2002,May,05-01-2002,0.724
2002,Jun,06-01-2002,0
2002,Jul,07-01-2002,0
2002,Aug,08-01-2002,0
2002,Sep,09-01-2002,1.516
2002,Oct,10-01-2002,0
2002,Nov,11-01-2002,0.322
2002,Dec,12-01-2002,9.436
2003,Jan,01-01-2003,49.708
2003,Feb,02-01-2003,174.042
2003,Mar,03-01-2003,212.901
2003,Apr,04-01-2003,13.096
2003,May,05-01-2003,0.857
2003,Jun,06-01-2003,1.482
2003,Jul,07-01-2003,1.754
2003,Aug,08-01-2003,1.781
2003,Sep,09-01-2003,2.206
2003,Oct,10-01-2003,1.238
2003,Nov,11-01-2003,0.448
2003,Dec,12-01-2003,1.733
2004,Jan,01-01-2004,11.996
2004,Feb,02-01-2004,153.368
2004,Mar,03-01-2004,206.671
2004,Apr,04-01-2004,248.532
2004,May,05-01-2004,31.136
2004,Jun,06-01-2004,0
2004,Jul,07-01-2004,2.205
2004,Aug,08-01-2004,113.515
2004,Sep,09-01-2004,55.006
2004,Oct,10-01-2004,3.324
2004,Nov,11-01-2004,0
2004,Dec,12-01-2004,1.956
2005,Jan,01-01-2005,8.168
2005,Feb,02-01-2005,10.111
2005,Mar,03-01-2005,0.014
2005,Apr,04-01-2005,13.308
2005,May,05-01-2005,13.565
2005,Jun,06-01-2005,23.811
2005,Jul,07-01-2005,362.346
2005,Aug,08-01-2005,179.874
2005,Sep,09-01-2005,102.512
2005,Oct,10-01-2005,0
2005,Nov,11-01-2005,0
2005,Dec,12-01-2005,4.084
2006,Jan,01-01-2006,4.82
2006,Feb,02-01-2006,0
2006,Mar,03-01-2006,0
2006,Apr,04-01-2006,17.058
2006,May,05-01-2006,10.931
2006,Jun,06-01-2006,44.92
2006,Jul,07-01-2006,414.487
2006,Aug,08-01-2006,158.939
2006,Sep,09-01-2006,185.163
2006,Oct,10-01-2006,0.336
2006,Nov,11-01-2006,0
2006,Dec,12-01-2006,0
2007,Jan,01-01-2007,21.933
2007,Feb,02-01-2007,9.973
2007,Mar,03-01-2007,28.486
2007,Apr,04-01-2007,14.421
2007,May,05-01-2007,0.2
2007,Jun,06-01-2007,39.239
2007,Jul,07-01-2007,254.778
2007,Aug,08-01-2007,236.502
2007,Sep,09-01-2007,57.422
2007,Oct,10-01-2007,12.332
2007,Nov,11-01-2007,0
2007,Dec,12-01-2007,0
2008,Jan,01-01-2008,10.372
2008,Feb,02-01-2008,0
2008,Mar,03-01-2008,0
2008,Apr,04-01-2008,3.931
2008,May,05-01-2008,22.404
2008,Jun,06-01-2008,27.52
2008,Jul,07-01-2008,380.205
2008,Aug,08-01-2008,198.68
2008,Sep,09-01-2008,79.617
2008,Oct,10-01-2008,0.724
2008,Nov,11-01-2008,0
2008,Dec,12-01-2008,0
2009,Jan,01-01-2009,0
2009,Feb,02-01-2009,1.516
2009,Mar,03-01-2009,0
2009,Apr,04-01-2009,0.322
2009,May,05-01-2009,9.436
2009,Jun,06-01-2009,49.708
2009,Jul,07-01-2009,174.042
2009,Aug,08-01-2009,212.901
2009,Sep,09-01-2009,13.096
2009,Oct,10-01-2009,0.857
2009,Nov,11-01-2009,1.482
2009,Dec,12-01-2009,1.754
2010,Jan,01-01-2010,1.781
2010,Feb,02-01-2010,2.206
2010,Mar,03-01-2010,1.238
2010,Apr,04-01-2010,0.448
2010,May,05-01-2010,1.733
2010,Jun,06-01-2010,11.996
2010,Jul,07-01-2010,153.368
2010,Aug,08-01-2010,206.671
2010,Sep,09-01-2010,248.532
2010,Oct,10-01-2010,31.136
2010,Nov,11-01-2010,0
2010,Dec,12-01-2010,2.205
2011,Jan,01-01-2011,113.515
2011,Feb,02-01-2011,55.006
2011,Mar,03-01-2011,3.324
2011,Apr,04-01-2011,0
2011,May,05-01-2011,1.956
2011,Jun,06-01-2011,8.168
2011,Jul,07-01-2011,10.111
2011,Aug,08-01-2011,0.014
2011,Sep,09-01-2011,13.308
2011,Oct,10-01-2011,13.565
2011,Nov,11-01-2011,23.811
2011,Dec,12-01-2011,362.346
2012,Jan,01-01-2012,179.874
2012,Feb,02-01-2012,102.512
2012,Mar,03-01-2012,0
2012,Apr,04-01-2012,0
2012,May,05-01-2012,4.084
2012,Jun,06-01-2012,4.82
2012,Jul,07-01-2012,0
2012,Aug,08-01-2012,0
2012,Sep,09-01-2012,17.058
2012,Oct,10-01-2012,10.931
2012,Nov,11-01-2012,44.92
2012,Dec,12-01-2012,414.487
2013,Jan,01-01-2013,158.939
2013,Feb,02-01-2013,185.163
2013,Mar,03-01-2013,0.336
2013,Apr,04-01-2013,0
2013,May,05-01-2013,0
2013,Jun,06-01-2013,21.933
2013,Jul,07-01-2013,9.973
2013,Aug,08-01-2013,28.486
2013,Sep,09-01-2013,14.421
2013,Oct,10-01-2013,0.2
2013,Nov,11-01-2013,39.239
2013,Dec,12-01-2013,254.778
2014,Jan,01-01-2014,236.502
2014,Feb,02-01-2014,57.422
2014,Mar,03-01-2014,12.332
2014,Apr,04-01-2014,0
2014,May,05-01-2014,0
2014,Jun,06-01-2014,10.372
2014,Jul,07-01-2014,0
2014,Aug,08-01-2014,0
2014,Sep,09-01-2014,3.931
2014,Oct,10-01-2014,22.404
2014,Nov,11-01-2014,27.52
2014,Dec,12-01-2014,380.205
2015,Jan,01-01-2015,198.68
2015,Feb,02-01-2015,79.617
2015,Mar,03-01-2015,0.724
2015,Apr,04-01-2015,0
2015,May,05-01-2015,0
2015,Jun,06-01-2015,0
2015,Jul,07-01-2015,1.516
2015,Aug,08-01-2015,0
2015,Sep,09-01-2015,0.322
2015,Oct,10-01-2015,9.436
2015,Nov,11-01-2015,49.708
2015,Dec,12-01-2015,174.042
2016,Jan,01-01-2016,212.901
2016,Feb,02-01-2016,13.096
2016,Mar,03-01-2016,0.857
2016,Apr,04-01-2016,1.482
2016,May,05-01-2016,1.754
2016,Jun,06-01-2016,1.781
2016,Jul,07-01-2016,2.206
2016,Aug,08-01-2016,1.238
2016,Sep,09-01-2016,0.448
2016,Oct,10-01-2016,1.733
2016,Nov,11-01-2016,11.996
2016,Dec,12-01-2016,153.368
2017,Jan,01-01-2017,206.671
2017,Feb,02-01-2017,248.532
2017,Mar,03-01-2017,31.136
2017,Apr,04-01-2017,0
2017,May,05-01-2017,2.205
2017,Jun,06-01-2017,113.515
2017,Jul,07-01-2017,55.006
2017,Aug,08-01-2017,3.324
2017,Sep,09-01-2017,0
2017,Oct,10-01-2017,1.956
2017,Nov,11-01-2017,8.168
2017,Dec,12-01-2017,10.111
2018,Jan,01-01-2018,0.014
2018,Feb,02-01-2018,13.308
2018,Mar,03-01-2018,13.565
2018,Apr,04-01-2018,23.811
2018,May,05-01-2018,362.346
2018,Jun,06-01-2018,179.874
2018,Jul,07-01-2018,102.512
2018,Aug,08-01-2018,0
2018,Sep,09-01-2018,0
2018,Oct,10-01-2018,4.084
2018,Nov,11-01-2018,4.82
2019,Dec,12-01-2018,0
2019,Jan,01-01-2019,0
2019,Feb,02-01-2019,17.058
2019,Mar,03-01-2019,10.931
2019,Apr,04-01-2019,44.92
2019,May,05-01-2019,414.487
2019,Jun,06-01-2019,158.939
2019,Jul,07-01-2019,185.163
2019,Aug,08-01-2019,0.336
2019,Sep,09-01-2019,0
2019,Oct,10-01-2019,0
2019,Nov,11-01-2019,21.933
2019,Dec,12-01-2019,9.973
2020,Jan,01-01-2020,28.486
2020,Feb,02-01-2020,14.421
2020,Mar,03-01-2020,0.2
2020,Apr,04-01-2020,39.239
2020,May,05-01-2020,254.778
2020,Jun,06-01-2020,236.502
2020,Jul,07-01-2020,57.422
2020,Aug,08-01-2020,12.332
2020,Sep,09-01-2020,0
2020,Oct,10-01-2020,0
2020,Nov,11-01-2020,10.372
2020,Dec,12-01-2020,0
2021,Jan,01-01-2021,0
2021,Feb,02-01-2021,3.931
2021,Mar,03-01-2021,22.404
2021,Apr,04-01-2021,27.52
2021,May,05-01-2021,380.205
2021,Jun,06-01-2021,198.68
2021,Jul,07-01-2021,79.617
2021,Aug,08-01-2021,0.724
2021,Sep,09-01-2021,0
2021,Oct,10-01-2021,0
2021,Nov,11-01-2021,0
2021,Dec,12-01-2021,1.516
2022,Jan,01-01-2022,0
2022,Feb,02-01-2022,0.322
2022,Mar,03-01-2022,9.436
2022,Apr,04-01-2022,49.708
2022,May,05-01-2022,174.042
2022,Jun,06-01-2022,212.901
2022,Jul,07-01-2022,13.096
2022,Aug,08-01-2022,0.857
2022,Sep,09-01-2022,1.482
2022,Oct,10-01-2022,1.754
2022,Nov,11-01-2022,1.781
2022,Dec,12-01-2022,2.206
2023,Jan,01-01-2023,1.238
2023,Feb,02-01-2023,0.448
2023,Mar,03-01-2023,1.733
2023,Apr,04-01-2023,11.996
2023,May,05-01-2023,153.368
2023,Jun,06-01-2023,206.671
2023,Jul,07-01-2023,248.532
2023,Aug,08-01-2023,31.136
2023,Sep,09-01-2023,0
2023,Oct,10-01-2023,2.205
2023,Nov,11-01-2023,206
2023,Dec,12-01-2023,31.136
